# angle I
1.326056730692432666e+02 2.428147058823529278e+03
1.331300789578095589e+02 2.578129032258064399e+03
1.336444253461970106e+02 2.504218750000000000e+03
1.342186539402610777e+02 2.553166666666666515e+03
1.347489977673580483e+02 2.573031250000000000e+03
1.352919553674570921e+02 2.594206896551724185e+03
1.358079140899543518e+02 2.424555555555555657e+03
1.363782439414224257e+02 2.460787878787878981e+03
1.369088824381332472e+02 2.507193548387096598e+03
1.374380343454388651e+02 2.649939393939393995e+03
1.379782808796489348e+02 2.653250000000000000e+03
1.385219979929228487e+02 2.483941176470588289e+03
1.390876715230336060e+02 2.509323529411764866e+03
1.396161351242482738e+02 2.390866666666666788e+03
1.401368417160369972e+02 2.471575757575757507e+03
1.406813802771178814e+02 2.674181818181818016e+03
1.412230819999173548e+02 2.403424242424242493e+03
1.417645323400659834e+02 2.511187500000000000e+03
1.423023512422269903e+02 2.549774193548387302e+03
1.428167999659654299e+02 2.241321428571428442e+03
1.433625659725567232e+02 2.770937500000000000e+03
1.439176894721715314e+02 2.433333333333333485e+03
1.444502052910826819e+02 2.282571428571428442e+03
1.449986305807050826e+02 2.581076923076922867e+03
1.455389108128942155e+02 2.715423076923077133e+03
1.460438969163980403e+02 2.471454545454545496e+03
1.465892672039526303e+02 2.547370370370370438e+03
1.471517034553912424e+02 2.638590909090909008e+03
1.476720083193339406e+02 2.430636363636363512e+03
1.482103702142933059e+02 2.471869565217391482e+03
1.487540228340982935e+02 2.544699999999999818e+03
1.492906520674438582e+02 2.550000000000000000e+03
1.498485957244884332e+02 2.602449999999999818e+03
1.503832998979705451e+02 2.476052631578947512e+03
1.509196286890086469e+02 2.529944444444444343e+03
1.514659453200836197e+02 2.432736842105263349e+03
1.519918493981310235e+02 2.328812500000000000e+03
1.524832256943888069e+02 2.305066666666666606e+03
1.529853659332781035e+02 2.330500000000000000e+03
1.535589871716573498e+02 2.322666666666666515e+03
1.541367113724070634e+02 2.502187500000000000e+03
1.546815772686487094e+02 2.406000000000000000e+03
1.552241526809270908e+02 2.453714285714285779e+03
1.557587665067963769e+02 2.469071428571428442e+03
1.562817957560200739e+02 2.347076923076922867e+03
1.568220880207018411e+02 2.350692307692307622e+03
1.573868910811114290e+02 2.375000000000000000e+03
1.579581613534617190e+02 2.333750000000000000e+03
1.584863686232262125e+02 2.438181818181818016e+03
1.589896635472345281e+02 2.250272727272727479e+03
1.595254037548839676e+02 2.295833333333333485e+03
1.600738708476733905e+02 2.301599999999999909e+03
1.606101191978737006e+02 2.443454545454545496e+03
1.611766350974912996e+02 2.457090909090909008e+03
1.617258622669680221e+02 2.433500000000000000e+03
1.622703145734646171e+02 2.540000000000000000e+03
1.627827560708098815e+02 2.637777777777777828e+03
1.633317678389350078e+02 2.411900000000000091e+03
1.638373371619133252e+02 2.098000000000000000e+03
1.643562338358340753e+02 2.214777777777777828e+03
1.649020122166745352e+02 1.908500000000000000e+03
1.654600720659715307e+02 2.184333333333333485e+03
1.660198823724527983e+02 2.183250000000000000e+03
1.665306887103435258e+02 2.146000000000000000e+03
1.670502760648960532e+02 2.534714285714285779e+03
1.676062264153505623e+02 2.318500000000000000e+03
1.681617264033618255e+02 2.415428571428571558e+03
1.687270064373577725e+02 2.324625000000000000e+03
1.693038906331249507e+02 2.650166666666666515e+03
1.698194472429437667e+02 2.193166666666666515e+03
1.703700950001054650e+02 2.496857142857142662e+03
1.708868818874296096e+02 2.894800000000000182e+03
1.713624309443606819e+02 2.390833333333333485e+03
1.719290533540177819e+02 2.513857142857142662e+03
1.724963316269272298e+02 2.314666666666666515e+03
1.730190928707294233e+02 2.645333333333333485e+03
1.735015199758159383e+02 2.600599999999999909e+03
1.739973060512954817e+02 2.074400000000000091e+03
1.745753234238391371e+02 2.464166666666666515e+03
1.751872909855904084e+02 2.478166666666666515e+03
1.758003622532858117e+02 2.463666666666666515e+03
1.764143993474639274e+02 2.488500000000000000e+03
1.769975677006542298e+02 2.727250000000000000e+03
1.772552958217368939e+02 2.717000000000000000e+03
1.776576596969204331e+02 2.106199999999999818e+03
1.782609080470724336e+02 2.471166666666666515e+03
1.788774059750532786e+02 2.475166666666666515e+03
